id,authors,year,title,venue
1714,"Jens Clau�en, Christian Wiesner, Donald Kossmann, Alfons Kemper",2000,Exploiting early sorting and early partitioning for decisionsupport query processing,VLDB J.
1715,"Suresh Kumar, Eng-Kee Kwang, Divyakant Agrawal",1997,Caprera: An Activity Framework for Transaction Processing on Wide-Area Networks,VLDB
1716,"Clement T. Yu, Hai He, Zonghuan Wu, Weiyi Meng",2003,WISE-Integrator: An Automatic Integrator of Web Search Interfaces for E-Commerce,VLDB
1717,"Hanan Samet, G�sli R. Hjaltason",1999,Distance Browsing in Spatial Databases,ACM Trans. Database Syst.
1718,R. G. G. Cattell,1994,ODMG-93: A Standard for Object-Oriented DBMSs,SIGMOD Conference
1719,Marianne Winslett,2001,"Gio Wiederhold Speaks Out on Moving into Academia in Mid-Career, How to Be an Effective Consultant, Why You Should Be a Program Manager as a Funding Agency, the Need for Ontology Algebra and Simulations, and More",SIGMOD Record
1720,"Guy M. Lohman, Daniel C. Zilio, Sam Lightstone",2002,Toward Autonomic Computing with DB2 Universal Database,SIGMOD Record
1721,"Xueqing Gong, Kun Yue, Aoying Zhou, Zhimao Guo, Jianchang Xiao, Wenfei Fan, Hongwei Wu, Qing Wang, Shihui Zheng",2003,TREX: DTD-Conforming XML to XML Transformations,SIGMOD Conference
1722,"Stephen Kelley, Fr�d�ic Vincent, Nick Roussopoulos",1995,Nearest Neighbor Queries,SIGMOD Conference
1723,"Volker Markl, Mokhtar Kandil, Guy M. Lohman, Michael Stillger",2001,LEO - DB2's LEarning Optimizer,VLDB
1724,"Manfred A. Jeusfeld, Franz Baader, Werner Nutt",1997,Intelligent Access to Heterogeneous Information Sources: Report on the 4th Workshop on Knowledge Representation Meets Databases,SIGMOD Record
1725,"Antoni Oliv�, Ernest Teniente",1995,Updating Knowledge Bases While Maintaining Their Consistency,VLDB J.
1726,"Weimin Du, Ming-Chien Shan, Umeshwar Dayal",1995,Reducing Multidatabase Query Response Time by Tree Balancing,SIGMOD Conference
1727,"David Hanley, Robert L. Grossman, Xiao Qin",1995,PTool: A Light Weight Persistent Object Manager,SIGMOD Conference
1728,"S. Muthukrishnan, H. V. Jagadish, Kenneth C. Sevcik, Torsten Suel, Nick Koudas, Viswanath Poosala",1998,Optimal Histograms with Quality Guarantees,VLDB
1729,"Michael D. Soo, Richard T. Snodgrass, Michael H. B�hlen",1996,Coalescing in Temporal Databases,VLDB
1730,"Abraham Silberschatz, Rajeev Rastogi, Banu �zden, Prashant J. Shenoy",1996,Fault-tolerant Architectures for Continuous Media Servers,SIGMOD Conference
1731,"G�sli R. Hjaltason, Hanan Samet",2002,Speeding up construction of PMR quadtree-based spatial indexes,VLDB J.
1732,Jennifer Widom,1996,Editor's Notes,SIGMOD Record
1733,"Jianwen Su, Guozhu Dong",2000,Incremental Maintenance of Recursive Views Using Relational Calculus/SQL,SIGMOD Record
1734,"Sam Lightstone, Guy M. Lohman",2002,SMART: Making DB2 (More) Autonomic,VLDB
1735,"Gerhard K�stler, Werner Kie�ling",2002,"Preference SQL - Design, Implementation, Experiences",VLDB
1736,"Mark Girolami, Fabio Crestani",2002,Report on the 24th European Colloquium on Information Retrieval Research,SIGMOD Record
1737,"Beng Chin Ooi, Kian-Lee Tan, Cheng Hian Goh",1999,Online Feedback for Nested Aggregate Queries with Multi-Threading,VLDB
1738,"Aoying Zhou, Wenyun Ji, Shihui Zheng, Hongjun Lu, Yuqi Liang, Zengping Tian, Long Zhang",2001,VXMLR: A Visual XML-Relational Database System,VLDB
1739,"Carlo Zaniolo, Vassilis J. Tsotras, Shu-Yao Chien",2001,XML Document Versioning,SIGMOD Record
1740,"Michael J. Franklin, Stanley B. Zdonik",1998,Data In Your Face: Push Technology in Perspective,SIGMOD Conference
1741,"S. Sudarshan, Rajeev Rastogi, S. Seshadri, Mohana Krishna Lakhamraju",2000,On-line Reorganization in Object Databases,SIGMOD Conference
1742,"Ning An, Siva Ravada, Kothuri Venkata Ravi Kanth",2003,Improving Performance with Bulk-Inserts in Oracle R-Trees,VLDB
1743,"Joel L. Wolf, Charu C. Aggarwal, Philip S. Yu",1999,A New Method for Similarity Indexing of Market Basket Data,SIGMOD Conference
1744,"H. V. Jagadish, Kian-Lee Tan, Hui Jin, Beng Chin Ooi",2001,Global Optimization of Histograms,SIGMOD Conference
1745,"Paolo Merialdo, Giansalvatore Mecca, Paolo Atzeni",1997,Semistructured und Structured Data in the Web: Going Back and Forth,SIGMOD Record
1746,"Tak W. Yan, Hector Garcia-Molina",1995,Duplicate Removal in Information System Dissemination,VLDB
1747,"Rachel Pottinger, Alon Y. Halevy",2001,MiniCon: A scalable algorithm for answering queries using views,VLDB J.
1748,"S.-K. Kim, Eman Anwar, Sharma Chakravarthy, V. Krishnaprasad",1994,"Composite Events for Active Databases: Semantics, Contexts and Detection",VLDB
1749,James Chong,1998,Real Business Processing Meets the Web,SIGMOD Conference
1750,"Nenad Jukic, Susan V. Vrbsky",1997,Asserting Beliefs in MLS Relational Models,SIGMOD Record
1751,"David Shutt, Philip A. Bernstein, Shankar Pal",2000,Context-based prefetch - an optimization for implementing objects on relations,VLDB J.
1752,"Peter M. Chen, Wee Teck Ng",1998,Integrating Reliable Memory in Databases,VLDB J.
1753,Ralf Hartmut G�ting,1994,An Introduction to Spatial Database Systems,VLDB J.
1754,"Nathan Folkert, Abhinav Gupta, Andrew Witkowski, Lei Sheng, Sankar Subramanian, Srikanth Bellamkonda, Gregory Dorman, Tolga Bozkaya",2003,Spreadsheets in RDBMS for OLAP,SIGMOD Conference
1755,Barbara Staudt Lerner,2000,A model for compound type changes encountered in schema evolution,ACM Trans. Database Syst.
1756,"Jordan Parker, Jesse Anton, Zheng Zeng, Lawrence Jacobs, Tie Zhong, Xiang Liu",2002,Web caching for database applications with Oracle Web Cache,SIGMOD Conference
1757,"Paul Ammann, Indrakshi Ray, Sushil Jajodia",1995,Using Formal Methods to Reason about Semantics-Based Decompositions of Transactions,VLDB
1758,"Jian Pei, Guozhu Dong, Ke Wang, Jiawei Han, Jianyong Wang",2002,CubeExplorer: online exploration of data cubes,SIGMOD Conference
1759,"Gottfried Vossen, Jens Lechtenb�rger, Dominique Laurent, Nicolas Spyratos",2001,Monotonic complements for independent data warehouses,VLDB J.
1760,"Farnoush Banaei Kashani, Jabed Faruque, Adil Faisal, Cyrus Shahabi",2000,INSITE: A Tool for Interpreting Users? Interaction with a Web Space,VLDB
1761,Z. Meral �zsoyoglu,2000,Vice Chair's Message,SIGMOD Record
1762,Sherri Kennamer,1998,Microsoft.com: A High-Scale Data Management and Transaction Processing Solution,SIGMOD Conference
1763,Fox Development Team,1995,"Object-Oriented, Rapid Application Development in a PC Database Environment",SIGMOD Conference
1764,Stefano Spaccapietra,1994,User Interfaces; Who Cares?,VLDB
1765,"Johannes Gehrke, Rakesh Agrawal, Dimitrios Gunopulos, Prabhakar Raghavan",1998,Automatic Subspace Clustering of High Dimensional Data for Data Mining Applications,SIGMOD Conference
1766,Sumit Ganguly,1998,Design and Analysis of Parametric Query Optimization Algorithms,VLDB
1767,"Yunyue Zhu, Xiaojian Zhao, Dennis Shasha",2003,Query by Humming - in Action with its Technology Revealed,SIGMOD Conference
1768,"Martin Wechsler, Ulrike Glavitsch, Peter Sch�uble",1994,Metadata for Integrating Speech Documents in a Text Retrieval System,SIGMOD Record
1769,"Peter J. Haas, Jeffrey F. Naughton, Gang Luo, Curt Ellmann",2002,A scalable hash ripple join algorithm,SIGMOD Conference
1770,"Timos K. Sellis, Yannis Vassiliou",1995,The Database Group at National Technical University of Athens (NTUA),SIGMOD Record
1771,"Rakesh Agrawal, Jerry Kiernan",2002,Watermarking Relational Databases,VLDB
1772,"Stanley Y. W. Su, Javier Arroyo, Herman Lam, Yuh-Ming Shyy",1996,The Design and Implementation of K: A High-Level Knowledge-Base Programming Language of OSAM*.KBMS,VLDB J.
1773,"Beng Chin Ooi, Dimitris Papadias, Kian-Lee Tan, Wee Siong Ng, Panos Kalnis",2002,An adaptive peer-to-peer network for distributed caching of OLAP results,SIGMOD Conference
1774,"Jonathan Goldstein, Raghu Ramakrishnan",2000,Contrast Plots and P-Sphere Trees: Space vs. Time in Nearest Neighbour Searches,VLDB
1775,"Haixun Wang, Carlo Zaniolo",2000,Using SQL to Build New Aggregates and Extenders for Object- Relational Systems,VLDB
1776,"Hua Zhu, Kan Hu, Jian Pei, Runying Mao",2000,Towards Data Mining Benchmarking: A Testbed for Performance Study of Frequent Pattern Mining,SIGMOD Conference
1777,"S. Muthukrishnan, Flip Korn",2000,Influence Sets Based on Reverse Nearest Neighbor Queries,SIGMOD Conference
1778,"Heikki Mannila, Thomas Eiter, Georg Gottlob",1997,Disjunctive Datalog,ACM Trans. Database Syst.
1779,"Leana Golubchik, Kelvin Kwok-Wai Law, John C. S. Lui",1999,Efficient Support for Interactive Service in Multi-Resolution VOD Systems,VLDB J.
1780,"C�sar A. Galindo-Legaria, Ming-Chuan Wu, Milind Joshi, Florian Waas",2003,Statistics on Views,VLDB
1781,"Arnaud Sahuguet, Fabien Azavant",1999,Building Light-Weight Wrappers for Legacy Web Data-Sources Using W4F,VLDB
1782,"Divesh Srivastava, Kenneth A. Ross",1997,Fast Computation of Sparse Datacubes,VLDB
1783,"Omar Benjelloun, Tova Milo, Serge Abiteboul, Frederic Dang Ngoc, Bernd Amann",2003,Exchanging Intensional XML Data,SIGMOD Conference
1784,"Divesh Srivastava, S. Sudarshan, Kenneth A. Ross",1996,Materialized View Maintenance and Integrity Constraint Checking: Trading Space for Time,SIGMOD Conference
1785,"Kam-yiu Lam, Krithi Ramamritham, Alan Kwan",2002,RTMonitor: Real-Time Data Monitoring Using Mobile Agent Technologies,VLDB
1786,"Jim Melton, Andrew Eisenberg",1999,"SQL: 1999, formerly known as SQL 3",SIGMOD Record
1787,"Sophie Cluet, Michel Scholl, Serge Abiteboul, Vassilis Christophides",1994,From Structured Documents to Novel Query Facilities,SIGMOD Conference
1788,"Walid G. Aref, Ahmed K. Elmagarmid, Ihab F. Ilyas",2003,Supporting Top-k Join Queries in Relational Databases,VLDB
1789,"Michael Mlivoncic, Roger Weber, Klemens B�hm, Hans-J�rg Schek",2001,Fast Evaluation Techniques for Complex Similarity Queries,VLDB
1790,"Gautam Das, Sanjay Agrawal, Surajit Chaudhuri",2002,DBXplorer: enabling keyword search over relational databases,SIGMOD Conference
1791,"Aiqun Du, James P. Callan, Margaret E. Connell",1999,Automatic Discovery of Language Models for Text Databases,SIGMOD Conference
1792,"Vincent Aguilera, Dan Vodislav, Pierangelo Veltri, Sophie Cluet, Tova Milo",2002,Views in a large-scale XML repository,VLDB J.
1793,Felipe Cabrera,2003,The Future of Web services - II,SIGMOD Conference
1794,"Chu Yee Liau, Aoying Zhou, Wee Siong Ng, Ming Zhang, Bo Ling, Chin Hong Goh, Yanfeng Shu, Kian-Lee Tan, Yingguang Li, Xiaoyu Wang, Beng Chin Ooi",2003,PeerDB: Peering into Personal Databases,SIGMOD Conference
1795,Fr�d�ric Cuppens,1996,Querying a Multilevel Database: A Logical Analysis,VLDB
1796,"Arnd Christian K�nig, Gerhard Weikum",1999,Combining Histograms and Parametric Curve Fitting for Feedback-Driven Query Result-size Estimation,VLDB
1797,"Hakan Hacig�m�s, Chen Li, Sharad Mehrotra, Balakrishna R. Iyer",2002,Executing SQL over encrypted data in the database-service-provider model,SIGMOD Conference
1798,"Jun Yang, Jennifer Widom",2003,Incremental computation and maintenance of temporal aggregates,VLDB J.
1799,"Richard Hull, Mohammed Rupawalla, Michael Doherty",1996,Structures for Manipulating Proposed Updates in Object-Oriented Databases,SIGMOD Conference
1800,Narayanan Shivakumar,2003,Google in a Box - Building the Google Search Appliance,SIGMOD Conference
1801,Carrie Ballinger,1994,Evolving Teradata Decision Support for Massively Parallel Processing with UNIX,SIGMOD Conference
1802,"Werner Strau�, Gerhard D�nzinger, Werner Kie�ling, Helmut Schmidt",1994,DECLARE and SDS: Early Efforts to Commercialize Deductive Database Technology,VLDB J.
1803,"Jessica M. Phan, Raymond T. Ng",2002,GEA: a toolkit for gene expression analysis,SIGMOD Conference
1804,Hannes Spintzik,1995,Informix-Online XPS: A Dynamically Scalable RDBMS for Open Parallel Platforms,VLDB
1805,"Richard T. Snodgrass, Vassilis J. Tsotras, Christian S. Jensen",1998,An Extensible Notation for Spatiotemporal Index Queries,SIGMOD Record
1806,"Jennifer Widom, Stefano Ceri, Roberta Cochrane",2000,Practical Applications of Triggers and Constraints: Success and Lingering Issues (10-Year Award),VLDB
1807,"Mohamed Za�t, Giuseppe Psaila, Edward L. Wimmers, Rakesh Agrawal",1995,Querying Shapes of Histories,VLDB
1808,"Eugene J. Shekita, Viswanath Poosala, Yannis E. Ioannidis, Peter J. Haas",1996,Improved Histograms for Selectivity Estimation of Range Predicates,SIGMOD Conference
1809,"Goetz Graefe, Patrick E. O'Neil",1995,Multi-Table Joins Through Bitmapped Join Indices,SIGMOD Record
1810,"Graham N. C. Kirby, Ronald Morrison, Evangelos Zirintsis",1999,Hyper-Programming in Java,VLDB
1811,"Angela Bonifati, Stefano Ceri",2000,Comparative Analysis of Five XML Query Languages,SIGMOD Record
1812,"Anand Rajaraman, Alon Y. Levy, Joann J. Ordille",1996,Querying Heterogeneous Information Sources Using Source Descriptions,VLDB
1813,"Mahesh Jagannath, Eugene Inseok Chong, Aravind Yalamanchi, Chuck Freiwald, Souripriya Das, Anh-Tuan Tran, Jagannathan Srinivasan, Richard Jiang, Ramkumar Krishnan",2003,A mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary B+-trees,SIGMOD Record
1814,The Access Team,1995,Upsizing from File Server to Clent Server Architectures,SIGMOD Conference
1815,"Tore Risch, Vanja Josifovski",1999,Integrating Heterogenous Overlapping Databases through Object-Oriented Transformations,VLDB
1816,"Beng Chin Ooi, Kian-Lee Tan, Hongjun Lu",1994,On Spatially Partitioned Temporal Join,VLDB
1817,Nancy Wiegand,2002,Investigating XQuery for Querying Across Database Object Types,SIGMOD Record
1818,"Peter J. Haas, Joseph M. Hellerstein",1999,Ripple Joins for Online Aggregation,SIGMOD Conference
1819,"Curt Ellmann, Roger Lueder, Jignesh M. Patel, Jie-Bing Yu, Nancy E. Hall, Josef Burger, David J. DeWitt, Navin Kabra, Karthikeyan Ramasamy, Shelly Guo, Jeffrey F. Naughton, Biswadeep Nag, Jim Kupsch, Kristin Tufte",1997,"Building a Scaleable Geo-Spatial DBMS: Technology, Implementation, and Evaluation",SIGMOD Conference
1820,C. Mohan,1994,A Survey and Critique of Advanced Transaction Models,SIGMOD Conference
1821,C. Mohan,2001,Caching Technologies for Web Applications,VLDB
1822,Arnon Rosenthal,1998,Where Will Object Techonology Drive Data Administration?,SIGMOD Record
1823,"Michael Stonebraker, Mitch Cherniack, Donald Carney, Stanley B. Zdonik, Alex Rasin, Ugur �etintemel",2003,Operator Scheduling in a Data Stream Manager,VLDB
1824,"Anil Nori, Vishu Krishnamurthy, Sandeepan Banerjee",1999,Bringing Object-Relational Technology to Mainstream,SIGMOD Conference
1825,Won Kim,1994,Observations on the ODMG-93 Proposal,SIGMOD Record
1826,Hasan M. Jamil,1997,Implementing Abstract Objects with Inheritance in Datalogneg,VLDB
1827,"Jun Gao, Jian Pei, Tengjiao Wang, Shiwei Tang, Yuqing Wu, Dongqing Yang",2002,"COMMIX: towards effective web information extraction, integration and query answering",SIGMOD Conference
1828,"Manfred Hauswirth, Karl Aberer, Philippe Cudr�-Mauroux",2002,A Framework for Semantic Gossiping,SIGMOD Record
1829,"Gio Wiederhold, Byung Suk Lee",1994,Efficiently Instantiating View-Objects From Remote Relational Databases,VLDB J.
1830,"Randall G. Bello, William D. Norcott, Mohamed Ziauddin, Harry Sun, Karl Dias, Alan Downing, James J. Feenan Jr., Andrew Witkowski, James L. Finnerty",1998,Materialized Views in Oracle,VLDB
1831,"Eric Dujardin, Eric Simon, Marie-Jo Bellosta, Eric Amiel",1994,Supporting Exceptions to Schema Consistency to Ease Schema Evolution in OODBMS,VLDB
1832,"Albertas Caplinskas, Johann Eder, Olegas Vasilecas",2002,Advances in Databases and Information Systems (ADBIS),SIGMOD Record
1833,Guido Moerkotte,1998,Small Materialized Aggregates: A Light Weight Index Structure for Data Warehousing,VLDB
1834,"Kyu-Young Whang, Gio Wiederhold, Sang-Wook Kim",1994,Dynamic Maintenance of Data Distribution for Selectivity Estimation,VLDB J.
1835,"Jeffrey Scott Vitter, Yossi Matias, Min Wang",1998,Wavelet-Based Histograms for Selectivity Estimation,SIGMOD Conference
1836,Sunita Sarawagi,2002,Automation in Information Extraction and Data Integration,VLDB
1837,"Donald R. Slutz, Jim Gray, Tom Barclay",2000,TerraServer: A Spatial Data Warehouse,SIGMOD Conference
1838,Angelo Pruscino,2003,Oracle RAC: Architecture and Performance,SIGMOD Conference
1839,"Ravishankar Subramanya, Christos Faloutsos, Yoshiharu Ishikawa",1998,MindReader: Querying Databases Through Multiple Examples,VLDB
1840,"Rajeev Rastogi, Pascal Felber, Chee Yong Chan, Wenfei Fan, Minos N. Garofalakis",2002,Tree Pattern Aggregation for Scalable XML Data Dissemination,VLDB
1841,Anant Jhingran,2000,Anatomy of a Real E-Commerce System,SIGMOD Conference
1842,"Tolga Urhan, Michael J. Franklin",2001,Dynamic Pipeline Scheduling for Improving Interactive Query Performance,VLDB
1843,"Veda C. Storey, Terence M. Barron, Debabrata Dey",1999,Improving Database Design Through the Analysis of Relationships,ACM Trans. Database Syst.
1844,Ugur �etintemel,2001,On the Academic Interview Circuit: An End-to-End Discussion,SIGMOD Record
1845,"Yunyue Zhu, Dennis Shasha",2002,StatStream: Statistical Monitoring of Thousands of Data Streams in Real Time,VLDB
1846,Michael L. Brodie,2000,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",VLDB
1847,"Philip S. Yu, Wei-Guang Teng, Ming-Syan Chen",2003,A Regression-Based Temporal Pattern Mining Scheme for Data Streams,VLDB
1848,Paul W. P. J. Grefen,2002,What Will Be - Book Review,SIGMOD Record
1849,"Laks V. S. Lakshmanan, Stelios Paparizos, Nuwee Wiwatwattana, Cong Yu, Jignesh M. Patel, H. V. Jagadish, Andrew Nierman, Divesh Srivastava, Adriane Chapman, Yuqing Wu, Shurug Al-Khalifa",2003,TIMBER: A Native System for Querying XML,SIGMOD Conference
1850,"Raymond T. Ng, Jiawei Han",1994,Efficient and Effective Clustering Methods for Spatial Data Mining,VLDB
1851,"Prakash Sundaresan, Jim Gray, Robert Barnes, Tom Barclay",1994,Loading Databases Using Dataflow Parallelism,SIGMOD Record
1852,"Athman Bouguettaya, Steven Milliner, Mike P. Papazoglou",1995,A Scalable Architecture for Autonomous Heterogeneous Database Interactions,VLDB
1853,"Michael Kifer, Pinar Senkul, Ismail H. Toroslu",2002,A Logical Framework for Scheduling Workflows under Resource Allocation Constraints,VLDB
1854,"Jano Moreira de Souza, Geraldo Zimbrao",1998,A Raster Approximation For Processing of Spatial Joins,VLDB
