id,authors,year,title,venue
1386,"Jagannathan Srinivasan, Souripriya Das, Chuck Freiwald, Eugene Inseok Chong, Mahesh Jagannath, Aravind Yalamanchi, Ramkumar Krishnan, Anh-Tuan Tran, Samuel DeFazio, Jayanta Banerjee",2000,Oracle8i Index-Organized Table and Its Application to New Domains,Very Large Data Bases
1387,"Andrey Balmin, Thanos Papadimitriou, Yannis Papakonstantinou",2000,Hypothetical Queries in an OLAP Environment,Very Large Data Bases
1388,"Gladys A. Cotter, Barbara T. Bauldock",2000,Biodiversity Informatics Infrastructure: An Information Commons for the Biodiversity Community,Very Large Data Bases
1389,"Kaushik Dutta, Anindya Datta, Debra E. VanderMeer, Krithi Ramamritham, Helen M. Thomas",2000,Demonstration: Enabling Scalable Online Personalization on the Web,Very Large Data Bases
1390,"Venkatesh Ganti, Mong-Li Lee, Raghu Ramakrishnan",2000,ICICLES: Self-Tuning Samples for Approximate Query Answering,Very Large Data Bases
1391,Sridhar Ramaswamy,2000,E.piphany Epicenter Technology Overview,Very Large Data Bases
1392,"Yossi Matias, Jeffrey Scott Vitter, Min Wang",2000,Dynamic Maintenance of Wavelet-Based Histograms,Very Large Data Bases
1393,"Domenico Beneventano, Sonia Bergamaschi, Silvana Castano, Alberto Corni, R. Guidetti, G. Malvezzi, Michele Melchiori, Maurizio Vincini",2000,Information Integration: The MOMIS Project Demonstration,Very Large Data Bases
1394,"Junyan Ding, Luis Gravano, Narayanan Shivakumar",2000,Computing Geographical Scopes of Web Resources,Very Large Data Bases
1395,"Yasushi Sakurai, Masatoshi Yoshikawa, Ryoji Kataoka, Shunsuke Uemura",2001,Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,Very Large Data Bases
1396,"Liangzhao Zeng, Boualem Benatallah, Phuong Nguyen, Anne H. H. Ngu",2001,AgFlow: Agent-based Cross-Enterprise Workflow Management System,Very Large Data Bases
1397,"Ilaria Bartolini, Paolo Ciaccia, Florian Waas",2001,FeedbackBypass: A New Approach to Interactive Similarity Query Processing,Very Large Data Bases
1398,"Sriram Raghavan, Hector Garcia-Molina",2001,Crawling the Hidden Web,Very Large Data Bases
1399,"Khaled Yagoub, Daniela Florescu, Val&#233;rie Issarny, Patrick Valduriez",2000,Caching Strategies for Data-Intensive Web Sites,Very Large Data Bases
1400,"Dieter Pfoser, Christian S. Jensen, Yannis Theodoridis",2000,Novel Approaches in Query Processing for Moving Object Trajectories,Very Large Data Bases
1401,"Kevin Chen-Chuan Chang, Hector Garcia-Molina",2000,Approximate Query Translation Across Heterogeneous Information Sources,Very Large Data Bases
1402,"Linan Jiang, Betty Salzberg, David B. Lomet, Manuel Barrena Garc&#237;a",2000,The BT-tree: A Branched and Temporal Access Method,Very Large Data Bases
1403,"Leonard Brown, Le Gruenwald",2001,A Prototype Content-Based Retrieval System that Uses Virtual Images to Save Space,Very Large Data Bases
1404,Philip Wadler,2001,"Et tu, XML? The downfall of the relational empire (abstract)",Very Large Data Bases
1405,"Ashraf Aboulnaga, Alaa R. Alameldeen, Jeffrey F. Naughton",2001,Estimating the Selectivity of XML Path Expressions for Internet Scale Applications,Very Large Data Bases
1406,"Quanzhong Li, Bongki Moon",2001,Indexing and Querying XML Data for Regular Path Expressions,Very Large Data Bases
1407,"Christian S. Jensen, David B. Lomet",2001,Transaction Timestamping in (Temporal) Databases,Very Large Data Bases
1408,"Tamer Kahveci, Ambuj K. Singh",2001,Efficient Index Structures for String Databases,Very Large Data Bases
1409,"Yingwei Cui, Jennifer Widom",2001,Lineage Tracing for General Data Warehouse Transformations,Very Large Data Bases
1410,"Ela Hunt, Malcolm P. Atkinson, Robert W. Irving",2001,A Database Index to Large Biological Sequences,Very Large Data Bases
1411,"Helena Galhardas, Daniela Florescu, Dennis Shasha, Eric Simon, Cristian-Augustin Saita",2001,"Declarative Data Cleaning: Language, Model, and Algorithms",Very Large Data Bases
1412,"Reza Sadri, Carlo Zaniolo, Amir M. Zarkesh, Jafar Adibi",2001,A Sequential Pattern Query Language for Supporting Instant Data Mining for e-Services,Very Large Data Bases
1413,"Surajit Chaudhuri, Kyuseok Shim",2001,Storage and Retrieval of XML Data Using Relational Databases,Very Large Data Bases
1414,"Vijayshankar Raman, Joseph M. Hellerstein",2001,Potter's Wheel: An Interactive Data Cleaning System,Very Large Data Bases
1415,Wolfgang May,2001,LoPiX: A System for XML Data Integration and Manipulation,Very Large Data Bases
1416,"Giuseppe Sindoni, Leonardo Tininini, Amedea Ambrosetti, Cristina Bedeschi, Stefano De Francisci, Orietta Gargano, Rossella Molinaro, Mario Paolucci, Paola Patteri, Pina Ticca",2001,SIT-IN: a Real-Life Spatio-Temporal Information System,Very Large Data Bases
1417,"Wen-Syan Li, K. Sel&#231;uk Candan, Wang-Pin Hsiung, Oliver Po, Divyakant Agrawal, Qiong Luo, Wei-Kuang Waine Huang, Yusuf Akca, Cemal Yilmaz",2001,Cache Portal: Technology for Accelerating Database-driven e-commerce Web Sites,Very Large Data Bases
1418,"Qiong Luo, Jeffrey F. Naughton",2001,Form-Based Proxy Caching for Database-Backed Web Sites,Very Large Data Bases
1419,"Christine Collet, Thierry Coupaye, T. Svensen",1994,NAOS - Efficient and Modular Reactive Capabilities in an Object-Oriented Database System,Very Large Data Bases
1420,"Bruce E. Martin, R. G. G. Cattell",1994,Relating Distributed Objects,Very Large Data Bases
1421,"Ibrahim Kamel, Christos Faloutsos",1994,Hilbert R-tree: An Improved R-tree using Fractals,Very Large Data Bases
1422,"Elena Baralis, Jennifer Widom",1994,An Algebraic Approach to Rule Analysis in Expert Database Systems,Very Large Data Bases
1423,"Ling Tony Chen, Doron Rotem, Sidhar Seshadri",1995,Declustering Databases on Heterogeneous Disk Systems,Very Large Data Bases
1424,"Rainer Gallersd&#246;rfer, Matthias Nicola",1995,Improving Performance in Replicated Databases through Relaxed Coherency,Very Large Data Bases
1425,"Kurt P. Brown, Manish Mehta, Michael J. Carey, Miron Livny",1994,Towards Automated Performance Tuning for Complex Workloads,Very Large Data Bases
1426,Sergey Brin,1995,Near Neighbor Search in Large Metric Spaces,Very Large Data Bases
1427,"B. Sreenath, S. Seshadri",1994,The hcC-tree: An Efficient Index Structure for Object Oriented Databases,Very Large Data Bases
1428,"Theodore Johnson, Dennis Shasha",1994,2Q: A Low Overhead High Performance Buffer Management Replacement Algorithm,Very Large Data Bases
1429,Stefano Spaccapietra,1994,User Interfaces; Who Cares?,Very Large Data Bases
1430,"Sharma Chakravarthy, V. Krishnaprasad, Eman Anwar, S.-K. Kim",1994,"Composite Events for Active Databases: Semantics, Contexts and Detection",Very Large Data Bases
1431,Philip A. Bernstein,1994,PC Database Systems - Present and Future,Very Large Data Bases
1432,"H. V. Jagadish, Daniel F. Lieuwen, Rajeev Rastogi, Abraham Silberschatz, S. Sudarshan",1994,Dali: A High Performance Main Memory Storage Manager,Very Large Data Bases
1433,"Alain Pirotte, Esteban Zim&#225;nyi, David Massart, Tatiana Yakusheva",1994,Materialization: A Powerful and Ubiquitous Abstraction Pattern,Very Large Data Bases
1434,"Maria Zemankova, Yannis E. Ioannidis",1994,Scientific Databases - State of the Art and Future Directions,Very Large Data Bases
1435,"Marek Rusinkiewicz, Wolfgang Klas, Thomas Tesch, J&#252;rgen W&#228;sch, Peter Muth",1995,Towards a Cooperative Transaction Model - The Cooperative Activity Model,Very Large Data Bases
1436,"Kazutoshi Sumiya, Kouichi Yasutake, Hirohiko Tanaka, Norio Sanada, Yoshihiko Imai",1995,A Product Specification Database for Visual Prototyping,Very Large Data Bases
1437,Gilles Fecteau,1995,Managing a DB2 Parallel Edition Database,Very Large Data Bases
1438,"Hongjun Lu, Kian-Lee Tan, Son Dao",1995,The Fittest Survives: An Adaptive Approach to Query Optimization,Very Large Data Bases
1439,"A. Prasad Sistla, Clement T. Yu, Chengwen Liu, King Liu",1995,Similarity based Retrieval of Pictures Using Indices on Spatial Relationships,Very Large Data Bases
1440,"Joseph M. Hellerstein, Jeffrey F. Naughton, Avi Pfeffer",1995,Generalized Search Trees for Database Systems,Very Large Data Bases
1441,"Steven Milliner, Athman Bouguettaya, Mike P. Papazoglou",1995,A Scalable Architecture for Autonomous Heterogeneous Database Interactions,Very Large Data Bases
1442,"Waqar Hasan, Rajeev Motwani",1995,Coloring Away Communication in Parallel Query Optimization,Very Large Data Bases
1443,"Jiawei Han, Yongjian Fu",1995,Discovery of Multiple-Level Association Rules from Large Databases,Very Large Data Bases
1444,Rudolf Bayer,1995,Document Management as a Database Problem,Very Large Data Bases
1445,"Paul Brown, Michael Stonebraker",1995,BigSur: A System For the Management of Earth Science Data,Very Large Data Bases
1446,"Azer Bestavros, Spyridon Braoudakis",1995,Value-cognizant Speculative Concurrency Control,Very Large Data Bases
1447,"Kazimierz Subieta, Yahiko Kambayashi, Jacek Leszczylowski",1995,Procedures in Object-Oriented Query Languages,Very Large Data Bases
1448,"N. Bassiliades, Ioannis P. Vlahavas",1995,A Non-Uniform Data Fragmentation Strategy for Parallel Main-Menory Database Systems,Very Large Data Bases
1449,"Svein-Olaf Hvasshovd, &#216;ystein Torbj&#248;rnsen, Svein Erik Bratsberg, Per Holager",1995,"The ClustRa Telecom Database: High Availability, High Throughput, and Real-Time Response",Very Large Data Bases
1450,"Erik G. Hoel, Hanan Samet",1995,Benchmarking Spatial Join Operations with Spatial Output,Very Large Data Bases
1451,"Rakesh Agrawal, King-Ip Lin, Harpreet S. Sawhney, Kyuseok Shim",1995,"Fast Similarity Search in the Presence of Noise, Scaling, and Translation in Time-Series Databases",Very Large Data Bases
1452,Gary Hallmark,1995,The Oracle Warehouse,Very Large Data Bases
1453,"Rakesh Agrawal, Giuseppe Psaila, Edward L. Wimmers, Mohamed Za&#239;t",1995,Querying Shapes of Histories,Very Large Data Bases
1454,"Kun-Lung Wu, Philip S. Yu, Jen-Yao Chung, James Z. Teng",1995,A Performance Study of Workfile Disk Management for Concurrent Mergesorts in a Multiprocessor Database System,Very Large Data Bases
1455,Sunita Sarawagi,1995,Query Processing in Tertiary Memory Databases,Very Large Data Bases
1456,"Peter Buneman, Susan B. Davidson, Kyle Hart, G. Christian Overton, Limsoon Wong",1995,A Data Transformation System for Biological Data Sources,Very Large Data Bases
1457,Bruce G. Lindsay,1995,"DB2 Common Server: Technology, Progress, &; Directions",Very Large Data Bases
1458,"Erhard Rahm, Robert Marek",1995,Dynamic Multi-Resource Load Balancing in Parallel Database Systems,Very Large Data Bases
1459,"Brajesh Goyal, Jayant R. Haritsa, S. Seshadri, V. Srinivasan",1995,Index Concurrency Control in Firm Real-Time Database Systems,Very Large Data Bases
1460,"David Konopnicki, Oded Shmueli",1995,W3QS: A Query System for the World-Wide Web,Very Large Data Bases
1461,"Frank Moser, Achim Kraiss, Wolfgang Klas",1995,L/MRP: A Buffer Management Strategy for Interactive Continuous Data Flows in a Multimedia DBMS,Very Large Data Bases
1462,"Ashish Gupta, Venky Harinarayan, Dallan Quass",1995,Aggregate-Query Processing in Data Warehousing Environments,Very Large Data Bases
1463,"Jack A. Orenstein, D. N. Kamber",1995,Accessing a Relational Database through an Object-Oriented Database Interface,Very Large Data Bases
1464,Yun Wang,1995,DB2 Query Parallelism: Staging and Implementation,Very Large Data Bases
1465,"Tak W. Yan, Hector Garcia-Molina",1995,Duplicate Removal in Information System Dissemination,Very Large Data Bases
1466,"Weipeng P. Yan, Per-&#197;ke Larson",1995,Eager Aggregation and Lazy Aggregation,Very Large Data Bases
1467,"Eben M. Haber, Yannis E. Ioannidis, Miron Livny",1995,OPOSSUM: Desk-Top Schema Management through Customizable Visualization,Very Large Data Bases
1468,"Peter J. Haas, Jeffrey F. Naughton, S. Seshadri, Lynne Stokes",1995,Sampling-Based Estimation of the Number of Distinct Values of an Attribute,Very Large Data Bases
1469,"Roger S. Barga, Calton Pu",1995,A Practical and Modular Implementation of Extended Transaction Models,Very Large Data Bases
1470,"John Catozzi, Sorana Rabinovici",1995,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,Very Large Data Bases
1471,"Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",1995,An Efficient Algorithm for Mining Association Rules in Large Databases,Very Large Data Bases
1472,"Manish Mehta, David J. DeWitt",1995,Managing Intra-operator Parallelism in Parallel Database Systems,Very Large Data Bases
1473,"Laurent Amsaleg, Michael J. Franklin, Olivier Gruber",1995,Efficient Incremental Garbage Collection for Client-Server Object Database Systems,Very Large Data Bases
1474,Andreas Meier,1995,Providing Database Migration Tools - A Practicioner's Approach,Very Large Data Bases
1475,"Andr&#233; Eickler, Carsten Andreas Gerlhof, Donald Kossmann",1995,A Performance Evaluation of OID Mapping Techniques,Very Large Data Bases
1476,"Paul Ammann, Sushil Jajodia, Indrakshi Ray",1995,Using Formal Methods to Reason about Semantics-Based Decompositions of Transactions,Very Large Data Bases
1477,"Michael Steinbrunn, Klaus Peithner, Guido Moerkotte, Alfons Kemper",1995,Bypassing Joins in Disjunctive Queries,Very Large Data Bases
1478,"Alberto Belussi, Christos Faloutsos",1995,Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension,Very Large Data Bases
1479,"Georges Gardarin, Jean-Robert Gruser, Zhao-Hui Tang",1995,A Cost Model for Clustered Object-Oriented Databases,Very Large Data Bases
1480,"Janet L. Wiener, Jeffrey F. Naughton",1995,OODB Bulk Loading Revisited: The Partitioned-List Approach,Very Large Data Bases
1481,"Luis Gravano, Hector Garcia-Molina",1995,Generalizing GlOSS to Vector-Space Databases and Broker Hierarchies,Very Large Data Bases
1482,"David B. Lomet, Mark R. Tuttle",1995,Redo Recovery after System Crashes,Very Large Data Bases
1483,"Erik G. Hoel, Hanan Samet",1994,Performance of Data-Parallel Spatial Operations,Very Large Data Bases
1484,"Ada Wai-Chee Fu, David Wai-Lok Cheung",1994,A Transaction Replication Scheme for a Replicated Database with Node Autonomy,Very Large Data Bases
1485,"Diane L. Davison, Goetz Graefe",1994,Memory-Contention Responsive Hash Joins,Very Large Data Bases
1486,"Sudarshan S. Chawathe, Ming-Syan Chen, Philip S. Yu",1994,On Index Selection Schemes for Nested Object Hierarchies,Very Large Data Bases
1487,"Hennie J. Steenhagen, Peter M. G. Apers, Henk M. Blanken, Rolf A. de By",1994,From Nested-Loop to Join Queries in OODB,Very Large Data Bases
1488,"Yuh-Ming Shyy, H. Stephen Au-Yeung, C. P. Chou",1995,VERSANT replication: supporting fault-tolerant object databases,International Conference on Management of Data
1489,"D. Woelk, B. Bohrer, N. Jacobs, K. Ong, C. Tomlinson, C. Unnikrishnan",1995,Carnot and InfoSleuth: database technology and the World Wide Web,International Conference on Management of Data
1490,Jim Gray,1995,Parallel database systems 101,International Conference on Management of Data
1491,Rob Goldring,1995,Things every update replication customer should know (abstract),International Conference on Management of Data
1492,Kestutis Ivinskis,1995,High availability of commercial applications,International Conference on Management of Data
1493,"Peter Buneman, David Maier",1995,The data that you won't find in databases: tutorial panel on data exchange formats,International Conference on Management of Data
1494,William L. Gettys,1995,DIRECTV and Oracle Rdb: the challenge of VLDB transaction processing,International Conference on Management of Data
